Frequency,Monetary,Recency,Tenure,Average_Order_Value,Churn
4,1641.76,25,277,410.44,1
1,1220.38,57,57,1220.38,1
20,4505.85,5,276,225.29250000000002,0
1,156.91,69,69,156.91,1
1,188.56,283,283,188.56,0
1,117.72999999999999,86,86,117.72999999999999,0
1,170.04,82,82,170.04,1
2,291.34000000000003,162,277,145.67000000000002,0
1,252.81,176,176,252.81,1
5,1080.23,66,276,216.046,0
8,5009.07,26,279,626.13375,0
5,830.62,23,277,166.124,0
2,230.78,150,187,115.39,0
3,966.9699999999999,78,148,322.3233333333333,0
1,185.97,278,278,185.97,0
1,152.76,178,178,152.76,0
2,261.79,20,192,130.895,0
3,4959.1,166,276,1653.0333333333335,1
6,1605.65,19,239,267.60833333333335,0
5,2640.38,142,263,528.076,0
2,212.49,87,89,106.245,0
4,497.7,97,279,124.425,0
38,18384.65,1,278,483.80657894736845,0
1,179.93,80,80,179.93,1
1,135.93,109,109,135.93,1
13,5152.68,46,272,396.36,0
2,735.66,61,167,367.83,1
11,3924.73,6,248,356.7936363636364,0
1,343.62,179,179,343.62,1
3,321.48,26,278,107.16000000000001,0
1,121.17000000000002,183,183,121.17000000000002,1
1,377.74,60,60,377.74,0
1,207.73000000000002,229,229,207.73000000000002,1
2,478.6,66,191,239.3,0
2,1489.5,185,225,744.75,1
7,1234.76,34,222,176.3942857142857,0
7,1008.6,17,244,144.0857142857143,0
37,36575.0,37,282,988.5135135135135,0
3,814.04,127,269,271.34666666666664,0
1,370.79999999999995,123,123,370.79999999999995,1
3,2858.75,74,201,952.9166666666666,0
1,848.05,192,192,848.05,0
1,239.95999999999998,166,166,239.95999999999998,0
1,1109.53,89,89,1109.53,1
1,106.2,282,282,106.2,1
2,982.07,3,185,491.035,1
2,861.96,95,96,430.98,0
1,735.67,15,15,735.67,1
1,880.85,82,82,880.85,1
22,6702.59,15,278,304.66318181818184,0
4,895.61,122,275,223.9025,1
2,248.05,118,277,124.025,0
1,88.2,166,166,88.2,1
1,306.94,191,191,306.94,1
3,2036.28,4,38,678.76,0
1,381.32,218,218,381.32,1
2,457.81,125,193,228.905,1
5,4027.1,26,282,805.42,0
4,1370.6,13,113,342.65,1
3,39916.5,92,92,13305.5,1
3,876.0,243,283,292.0,1
1,102.28,269,269,102.28,0
2,993.54,106,192,496.77,1
1,532.98,44,44,532.98,0
3,1032.83,51,179,344.27666666666664,0
6,319.5,221,282,53.25,1
3,1159.25,51,137,386.4166666666667,1
1,484.95,155,155,484.95,1
2,376.55,36,228,188.275,0
1,288.5,282,282,288.5,0
7,1678.97,3,211,239.85285714285715,0
2,790.97,44,114,395.485,0
2,675.73,30,125,337.865,0
1,244.8,44,44,244.8,1
1,266.4,155,155,266.4,1
1,358.82,43,43,358.82,1
1,295.15,198,198,295.15,0
3,1633.78,24,207,544.5933333333334,1
1,1069.47,116,116,1069.47,0
1,90.75,101,101,90.75,0
12,10795.48,23,180,899.6233333333333,0
3,1170.24,36,129,390.08,0
10,2796.73,16,201,279.673,0
1,330.11,79,79,330.11,1
3,842.23,15,172,280.74333333333334,0
3,982.42,37,211,327.4733333333333,1
4,614.86,37,150,153.715,0
1,139.05,149,149,139.05,1
1,582.9,6,6,582.9,0
2,178.96,149,246,89.48,1
5,1728.11,25,174,345.62199999999996,0
1,259.45,135,135,259.45,1
10,3560.84,2,222,356.084,0
2,724.03,137,158,362.015,0
2,1327.16,74,201,663.58,1
1,623.5,150,150,623.5,1
1,520.8000000000001,43,43,520.8000000000001,1
5,3569.62,19,179,713.924,0
6,2383.21,23,97,397.20166666666665,0
2,1505.37,64,268,752.685,0
18,8969.97,22,271,498.33166666666665,0
1,158.16,267,267,158.16,1
1,155.0,102,102,155.0,0
2,363.23,118,249,181.615,0
1,487.75,283,283,487.75,1
1,158.8,230,230,158.8,1
1,1289.5,241,241,1289.5,1
3,886.74,45,146,295.58,0
1,135.75,232,232,135.75,1
1,40.5,170,170,40.5,1
3,1455.12,143,229,485.03999999999996,0
1,87.5,277,277,87.5,1
2,434.99999999999994,85,179,217.49999999999997,0
2,622.85,64,178,311.425,1
1,235.23000000000002,100,100,235.23000000000002,0
1,229.26,78,78,229.26,0
5,1868.88,6,122,373.776,0
33,12635.77,1,242,382.90212121212124,0
3,1044.32,29,275,348.1066666666666,1
11,4469.53,36,278,406.3209090909091,0
2,773.25,162,268,386.625,0
2,193.64,2,34,96.82,1
3,967.75,4,218,322.5833333333333,0
4,933.26,36,157,233.315,0
4,1328.32,15,221,332.08,0
1,316.58,267,267,316.58,1
1,476.29999999999995,37,37,476.29999999999995,0
3,236.7,9,185,78.89999999999999,0
2,323.52,73,263,161.76,0
1,331.18,135,135,331.18,1
1,383.07,275,275,383.07,0
1,101.8,151,151,101.8,1
2,328.35,228,239,164.175,1
2,651.63,93,152,325.815,0
1,300.04,6,6,300.04,0
8,3865.35,26,228,483.16875,0
1,305.75,86,86,305.75,1
5,1284.05,25,190,256.81,0
1,403.25,276,276,403.25,1
1,585.0,228,228,585.0,1
2,755.75,135,159,377.875,1
2,322.08,268,272,161.04,1
1,409.40000000000003,144,144,409.40000000000003,1
1,154.41,220,220,154.41,1
3,876.8199999999999,125,227,292.2733333333333,0
3,2224.03,39,204,741.3433333333334,0
2,429.6,149,150,214.8,1
2,612.06,23,50,306.03,1
1,197.0,186,186,197.0,1
12,2247.51,127,283,187.29250000000002,1
1,321.05,208,208,321.05,1
2,1093.65,113,137,546.825,0
2,772.78,5,94,386.39,0
3,1045.38,101,221,348.46000000000004,0
6,1344.86,37,193,224.14333333333332,0
1,297.94,158,158,297.94,0
3,2515.84,44,171,838.6133333333333,1
2,514.15,148,268,257.075,1
1,356.0,32,32,356.0,1
11,5639.34,1,166,512.6672727272727,0
8,9695.82,1,151,1211.9775,0
1,300.55,93,93,300.55,0
1,173.85,79,79,173.85,0
1,300.36,37,37,300.36,1
1,98.45,58,58,98.45,1
1,317.15,193,193,317.15,1
2,623.16,78,127,311.58,1
7,1810.77,10,282,258.68142857142857,1
1,254.82,45,45,254.82,1
1,178.95000000000002,233,233,178.95000000000002,1
1,156.51,16,16,156.51,1
2,1506.1200000000001,61,145,753.0600000000001,1
1,119.3,248,248,119.3,1
2,1407.76,65,92,703.88,0
5,1850.29,27,220,370.058,0
10,1592.58,4,275,159.25799999999998,0
1,290.51,264,264,290.51,1
1,113.12,82,82,113.12,1
8,2191.78,46,243,273.9725,0
4,2006.3600000000001,65,275,501.59000000000003,0
2,697.98,47,159,348.99,0
12,3392.5899999999997,13,269,282.7158333333333,0
11,3640.02,4,283,330.9109090909091,0
1,178.39,111,111,178.39,1
5,2599.49,19,236,519.8979999999999,0
7,3358.2200000000003,2,276,479.7457142857143,0
4,2435.01,173,282,608.7525,0
9,3727.4,23,278,414.15555555555557,0
1,574.02,200,200,574.02,1
6,491.90000000000003,74,278,81.98333333333333,0
2,657.07,2,58,328.535,0
1,205.3,5,5,205.3,1
1,310.47,184,184,310.47,1
65,46020.75,4,283,708.0115384615384,0
3,794.8,13,264,264.93333333333334,0
1,52.0,20,20,52.0,1
1,327.97,109,109,327.97,1
1,233.54,26,26,233.54,0
1,165.0,236,236,165.0,1
1,204.5,193,193,204.5,1
1,1159.47,201,201,1159.47,0
1,161.74,13,13,161.74,1
1,311.71,243,243,311.71,1
2,754.0,44,81,377.0,0
4,1661.06,276,279,415.265,1
1,1028.56,118,118,1028.56,1
3,347.87,66,83,115.95666666666666,1
1,257.9,228,228,257.9,0
1,406.09,39,39,406.09,1
1,252.42000000000002,242,242,252.42000000000002,1
1,201.60000000000002,276,276,201.60000000000002,1
2,463.90999999999997,68,97,231.95499999999998,1
1,115.65,283,283,115.65,1
1,274.67,279,279,274.67,0
2,770.12,164,277,385.06,1
8,2231.17,15,278,278.89625,0
15,5639.81,30,275,375.98733333333337,0
1,418.92,271,271,418.92,1
1,326.0,282,282,326.0,1
2,913.19,5,164,456.595,1
2,961.28,6,225,480.64,0
1,105.54,268,268,105.54,0
2,1416.18,155,185,708.09,0
4,1513.46,51,242,378.365,0
1,2007.3999999999999,47,47,2007.3999999999999,1
9,1686.9,25,281,187.43333333333334,0
1,168.0,38,38,168.0,1
2,977.22,27,132,488.61,0
7,3703.29,79,268,529.0414285714286,1
2,582.5600000000001,51,275,291.28000000000003,0
2,596.85,123,178,298.425,1
4,2127.12,94,205,531.78,0
2,642.41,79,269,321.205,1
1,394.14,96,96,394.14,1
1,140.54,180,180,140.54,1
1,500.0,82,82,500.0,1
1,338.98,270,270,338.98,0
1,124.10000000000001,191,191,124.10000000000001,0
2,1436.44,114,268,718.22,0
1,107.45,235,235,107.45,1
1,288.18,22,22,288.18,1
1,94.0,199,199,94.0,1
5,716.2,2,188,143.24,1
2,626.35,58,106,313.175,1
1,349.1,99,99,349.1,1
1,252.29,211,211,252.29,0
3,740.73,93,215,246.91,0
1,267.18,174,174,267.18,1
7,3089.4100000000003,9,171,441.3442857142858,0
2,382.21,34,92,191.105,0
1,190.53,81,81,190.53,1
1,36.2,152,152,36.2,0
1,559.61,223,223,559.61,1
3,3144.33,65,192,1048.11,0
3,739.36,125,220,246.45333333333335,0
2,97.7,233,233,48.85,1
2,383.34,164,164,191.67,1
2,634.13,167,279,317.065,0
2,533.3,123,177,266.65,1
3,587.28,17,110,195.76,0
1,484.1,144,144,484.1,0
1,200.16,172,172,200.16,1
1,156.57999999999998,41,41,156.57999999999998,1
2,237.66,46,118,118.83,0
1,594.0,158,158,594.0,1
2,684.8,19,230,342.4,0
1,113.5,174,174,113.5,1
1,155.17,240,240,155.17,1
1,494.64,222,222,494.64,1
2,647.7,95,171,323.85,0
1,237.0,174,174,237.0,0
4,701.2,2,97,175.3,0
1,179.1,272,272,179.1,1
3,434.59000000000003,193,269,144.86333333333334,1
1,237.07,172,172,237.07,1
1,214.26,264,264,214.26,1
3,234.6,4,97,78.2,1
1,1044.65,248,248,1044.65,1
15,5992.129999999999,48,279,399.47533333333325,0
2,402.56,55,62,201.28,0
1,304.3,30,30,304.3,0
1,371.56,23,23,371.56,1
1,905.5,26,26,905.5,1
4,1928.3,75,268,482.075,0
4,225.26,71,176,56.315,1
2,1268.13,246,283,634.065,0
1,91.32000000000001,2,2,91.32000000000001,1
1,348.26,121,121,348.26,0
6,3100.09,5,145,516.6816666666667,1
3,1286.95,59,180,428.98333333333335,0
1,1119.88,31,31,1119.88,0
1,970.6,229,229,970.6,0
19,9126.37,30,276,480.33526315789476,0
5,5955.53,33,279,1191.106,0
1,141.04,272,272,141.04,1
3,2091.14,23,65,697.0466666666666,0
1,208.77,48,48,208.77,0
1,475.86,81,81,475.86,1
6,1000.27,99,145,166.71166666666667,1
1,250.0,240,240,250.0,1
2,121.0,65,269,60.5,1
17,11352.14,4,283,667.7729411764706,0
6,2501.94,135,274,416.99,0
1,267.03,143,143,267.03,1
7,1603.86,34,242,229.12285714285713,0
7,2326.7799999999997,4,164,332.3971428571428,0
1,274.93,283,283,274.93,0
5,1330.79,54,264,266.158,0
1,229.33,164,164,229.33,1
8,2384.68,52,276,298.085,0
3,1163.69,59,156,387.8966666666667,0
3,1204.59,41,268,401.53,0
4,502.9,83,237,125.725,1
1,110.92,73,73,110.92,1
1,85.13000000000001,24,24,85.13000000000001,1
1,127.86,198,198,127.86,1
7,2772.37,29,282,396.05285714285714,0
1,135.32999999999998,281,281,135.32999999999998,0
8,2745.16,20,272,343.145,0
2,1619.88,67,226,809.94,0
3,433.28,16,211,144.42666666666665,0
1,90.12,127,127,90.12,1
1,217.2,187,187,217.2,1
10,2808.38,13,279,280.838,0
3,449.66999999999996,59,125,149.89,0
1,134.55,261,261,134.55,1
2,735.62,110,268,367.81,0
5,1375.71,13,242,275.142,1
9,2809.98,51,279,312.22,0
4,1552.79,19,188,388.1975,0
4,675.64,87,282,168.91,1
3,258.88,61,215,86.29333333333334,1
1,127.1,72,72,127.1,1
1,195.35,223,223,195.35,0
10,717.4300000000001,66,276,71.74300000000001,1
2,541.51,10,130,270.755,0
1,150.4,72,72,150.4,0
1,455.3,86,86,455.3,1
2,456.84,52,261,228.42,0
3,478.53000000000003,165,220,159.51000000000002,1
2,788.22,3,144,394.11,0
5,1406.59,10,275,281.318,1
1,448.83,114,114,448.83,0
11,5585.46,32,282,507.7690909090909,0
5,542.95,110,278,108.59,0
3,690.1800000000001,162,283,230.06000000000003,0
8,2439.38,29,234,304.9225,0
1,104.76,246,246,104.76,1
1,285.68,30,30,285.68,0
1,298.48,94,94,298.48,1
7,932.1400000000001,13,244,133.16285714285715,0
19,7367.85,15,269,387.7815789473684,0
3,419.03999999999996,2,46,139.67999999999998,0
2,875.01,130,268,437.505,0
5,2602.0,107,192,520.4,0
1,301.03,51,51,301.03,1
4,588.13,26,166,147.0325,1
4,1534.26,13,145,383.565,1
1,281.88,239,239,281.88,0
5,1625.4,8,276,325.08000000000004,0
1,396.86,114,114,396.86,0
6,2351.84,31,184,391.97333333333336,0
1,306.7,192,192,306.7,0
1,425.32,44,44,425.32,1
11,8836.74,31,282,803.34,0
4,1887.2,15,269,471.8,1
3,664.0,101,192,221.33333333333334,1
4,803.54,76,171,200.885,1
3,447.64000000000004,67,282,149.21333333333334,1
2,639.5,114,177,319.75,1
2,816.0,246,277,408.0,1
1,227.32,170,170,227.32,0
1,337.74,1,1,337.74,1
2,877.4399999999999,2,25,438.71999999999997,1
1,560.67,153,153,560.67,1
3,563.63,88,194,187.87666666666667,0
5,1024.1000000000001,100,282,204.82000000000002,1
6,884.34,45,275,147.39000000000001,0
2,309.8,227,248,154.9,1
1,138.14,16,16,138.14,1
2,2222.21,78,153,1111.105,1
1,76.32000000000001,127,127,76.32000000000001,1
3,565.54,13,173,188.51333333333332,0
1,173.05,206,206,173.05,1
5,1972.89,4,180,394.57800000000003,0
3,2014.7,66,237,671.5666666666667,0
3,1044.95,125,164,348.31666666666666,0
2,225.39,65,190,112.695,0
1,897.8,193,193,897.8,0
2,260.26,64,92,130.13,0
1,478.89,276,276,478.89,0
3,703.22,93,190,234.40666666666667,0
1,193.75,27,27,193.75,1
5,1679.45,96,240,335.89,0
2,254.1,29,271,127.05,1
1,111.0,10,10,111.0,0
1,136.8,162,162,136.8,1
8,3290.78,86,282,411.3475,0
2,409.98,176,176,204.99,1
6,1629.95,130,236,271.65833333333336,0
2,696.68,82,83,348.34,1
1,853.9,20,20,853.9,0
1,211.5,174,174,211.5,1
4,2293.62,50,125,573.405,1
1,143.1,111,111,143.1,1
1,450.05,26,26,450.05,0
6,2589.34,48,279,431.5566666666667,0
1,133.25,193,193,133.25,1
3,766.3100000000001,19,197,255.4366666666667,0
2,356.7,53,276,178.35,1
4,1101.1100000000001,55,279,275.27750000000003,1
1,150.3,144,144,150.3,1
11,4060.32,9,247,369.12,0
3,1413.45,18,200,471.15000000000003,0
1,190.7,274,274,190.7,1
2,218.25,111,194,109.125,1
6,4589.39,17,269,764.8983333333334,0
1,85.0,122,122,85.0,1
2,777.22,2,116,388.61,0
2,294.12,122,282,147.06,1
1,162.3,192,192,162.3,1
2,1339.45,24,110,669.725,1
5,880.9300000000001,57,152,176.186,0
13,3853.4500000000003,6,282,296.4192307692308,0
2,434.05,23,94,217.025,0
1,302.85,146,146,302.85,0
1,196.88,44,44,196.88,1
2,525.37,30,82,262.685,0
3,44534.3,145,242,14844.766666666668,1
4,1108.18,80,276,277.045,0
6,2093.37,3,282,348.895,0
1,79.2,214,214,79.2,1
1,91.8,156,156,91.8,0
3,1144.83,18,204,381.60999999999996,0
3,359.89,62,159,119.96333333333332,0
1,261.36,127,127,261.36,0
3,253.04,128,268,84.34666666666666,1
5,3276.62,17,186,655.324,0
3,621.8299999999999,25,135,207.27666666666664,1
19,41863.72,11,281,2203.3536842105264,0
1,104.9,155,155,104.9,1
1,241.62,43,43,241.62,1
4,1047.11,151,271,261.7775,1
3,475.28000000000003,93,267,158.42666666666668,1
2,211.3,47,215,105.65,0
4,1665.83,67,205,416.4575,0
1,3147.64,24,24,3147.64,0
1,351.3,268,268,351.3,1
1,1223.24,114,114,1223.24,0
1,306.64,178,178,306.64,0
1,610.01,59,59,610.01,1
5,1571.77,19,212,314.354,0
3,2192.4,23,214,730.8000000000001,1
2,481.24,95,244,240.62,0
2,696.89,17,156,348.445,1
1,137.22,19,19,137.22,0
5,2554.84,4,108,510.968,0
11,3548.5,16,274,322.59090909090907,0
2,521.88,67,186,260.94,0
4,3651.27,216,279,912.8175,1
4,399.21,94,212,99.8025,0
3,1361.19,80,206,453.73,0
5,1773.8,15,275,354.76,0
5,1801.14,17,227,360.228,1
2,1303.9099999999999,117,149,651.9549999999999,1
4,1874.7,50,169,468.675,0
3,1585.47,41,186,528.49,0
1,206.98,229,229,206.98,1
1,440.2,269,269,440.2,0
1,532.94,82,82,532.94,1
1,720.0,120,120,720.0,0
13,1598.16,24,282,122.93538461538462,0
2,636.14,9,50,318.07,1
2,451.11,34,234,225.555,0
1,836.79,164,164,836.79,1
3,1780.72,75,187,593.5733333333334,0
3,675.51,47,240,225.17,0
12,14153.5,18,277,1179.4583333333333,0
1,299.18,58,58,299.18,0
1,241.74,82,82,241.74,0
2,613.26,128,248,306.63,0
1,118.95000000000002,213,213,118.95000000000002,1
5,2526.76,54,247,505.35200000000003,0
1,180.68,198,198,180.68,0
1,116.16,78,78,116.16,0
2,160.71,96,107,80.355,1
9,2393.69,50,271,265.96555555555557,0
5,712.24,46,173,142.448,1
17,11246.67,5,275,661.5688235294118,0
2,816.22,199,277,408.11,0
6,767.14,8,278,127.85666666666667,0
3,1123.76,44,177,374.58666666666664,0
3,659.73,22,283,219.91,0
1,9.2,102,102,9.2,0
3,957.8600000000001,8,226,319.2866666666667,0
1,313.93,123,123,313.93,0
1,211.89,11,11,211.89,1
12,2940.87,23,279,245.0725,0
2,149.64,187,187,74.82,1
6,2207.75,87,194,367.9583333333333,0
1,329.03000000000003,279,279,329.03000000000003,1
5,501.39000000000004,222,274,100.278,1
4,514.08,108,278,128.52,1
1,349.35,3,3,349.35,1
2,400.77,66,279,200.385,1
1,509.13,136,136,509.13,1
2,257.6,163,279,128.8,1
1,179.17,59,59,179.17,1
2,208.59,104,104,104.295,1
4,997.94,136,278,249.485,0
1,56.25,278,278,56.25,1
1,110.49,64,64,110.49,0
2,641.6400000000001,137,205,320.82000000000005,0
4,797.71,54,165,199.4275,0
2,477.59000000000003,86,120,238.79500000000002,0
1,191.94,83,83,191.94,1
5,663.36,9,226,132.672,0
2,264.62,88,143,132.31,1
5,846.95,101,276,169.39000000000001,0
1,123.1,157,157,123.1,1
2,334.23,100,181,167.115,1
1,214.07999999999998,278,278,214.07999999999998,0
3,163.55,64,64,54.51666666666667,1
1,323.03000000000003,82,82,323.03000000000003,1
1,369.5,283,283,369.5,1
1,127.08,282,282,127.08,1
1,207.15,104,104,207.15,1
6,1885.95,17,199,314.325,0
1,108.03999999999999,149,149,108.03999999999999,1
5,404.58,22,233,80.916,1
13,5845.25,17,241,449.63461538461536,0
1,35.8,221,221,35.8,1
1,337.44,43,43,337.44,1
1,325.1,186,186,325.1,1
1,181.0,275,275,181.0,1
2,1091.38,16,269,545.69,0
1,375.16999999999996,195,195,375.16999999999996,0
2,309.2,69,135,154.6,0
4,824.04,121,279,206.01,0
8,2463.65,16,282,307.95625,0
1,156.19,277,277,156.19,0
1,161.9,228,228,161.9,0
1,308.7,95,95,308.7,0
1,314.1,213,213,314.1,1
7,2104.5,18,221,300.64285714285717,0
1,307.82000000000005,276,276,307.82000000000005,1
6,2895.0099999999998,5,198,482.5016666666666,0
2,427.64,75,130,213.82,1
1,760.18,164,164,760.18,0
6,2458.2,47,221,409.7,0
3,1138.37,270,283,379.45666666666665,0
7,1807.51,10,278,258.2157142857143,0
2,1142.42,33,146,571.21,1
6,1193.63,30,278,198.93833333333336,0
1,401.37,197,197,401.37,0
5,879.76,26,276,175.952,0
3,2105.26,81,272,701.7533333333334,0
3,1793.9,44,269,597.9666666666667,0
2,275.41,92,180,137.705,0
1,101.4,121,121,101.4,1
2,727.67,90,125,363.835,0
1,139.15,114,114,139.15,0
1,441.59000000000003,69,69,441.59000000000003,0
3,392.4,155,272,130.79999999999998,1
12,2185.66,2,276,182.13833333333332,0
2,1132.12,38,65,566.06,0
35,23409.34,8,281,668.8382857142857,0
2,514.38,62,201,257.19,0
4,791.07,106,276,197.7675,0
1,161.9,90,90,161.9,0
7,2952.25,46,274,421.75,0
1,602.63,170,170,602.63,1
2,500.69,102,176,250.345,0
6,934.62,1,212,155.77,1
51,45987.39,3,283,901.7135294117647,0
1,331.24,219,219,331.24,1
2,547.9,2,157,273.95,1
16,5864.55,18,279,366.534375,0
3,437.7,106,242,145.9,1
1,188.73,173,173,188.73,0
3,855.02,179,268,285.00666666666666,1
2,393.33,87,111,196.665,0
2,876.1800000000001,58,178,438.09000000000003,0
2,2739.8,51,51,1369.9,0
2,440.48,17,242,220.24,0
3,676.49,121,227,225.49666666666667,0
4,1340.7,29,200,335.175,1
2,256.44,283,283,128.22,1
1,137.9,83,83,137.9,1
1,1124.19,32,32,1124.19,0
1,783.9,55,55,783.9,1
1,134.8,130,130,134.8,1
6,1544.23,6,194,257.37166666666667,0
4,944.6,73,277,236.15,0
3,778.14,43,274,259.38,0
1,335.32,170,170,335.32,1
1,367.14,275,275,367.14,1
1,316.38,34,34,316.38,0
1,584.3199999999999,198,198,584.3199999999999,1
1,122.39999999999999,207,207,122.39999999999999,1
5,1357.98,2,118,271.596,0
1,79.2,193,193,79.2,1
1,130.26,184,184,130.26,0
3,992.37,95,276,330.79,0
2,1317.62,10,270,658.81,1
1,436.18,209,209,436.18,1
2,325.04,146,230,162.52,0
4,899.7,8,277,224.925,0
2,315.06,64,108,157.53,1
3,817.86,24,164,272.62,1
1,17.0,16,16,17.0,1
1,252.1,129,129,252.1,0
1,320.62,174,174,320.62,1
1,185.04999999999998,150,150,185.04999999999998,1
6,1712.49,38,283,285.415,0
2,592.1,47,135,296.05,0
2,1392.8400000000001,8,38,696.4200000000001,0
4,1156.4,67,143,289.1,0
1,336.96,158,158,336.96,1
3,1494.1200000000001,13,93,498.04,0
2,611.88,128,218,305.94,1
2,678.18,172,221,339.09,0
4,195.73999999999998,53,248,48.934999999999995,1
1,161.38,93,93,161.38,1
1,135.75000000000003,80,80,135.75000000000003,1
5,924.59,27,202,184.918,0
1,612.78,121,121,612.78,1
1,232.21,99,99,232.21,1
1,285.94,125,125,285.94,0
3,550.26,22,276,183.42,0
1,249.0,227,227,249.0,1
1,289.35,277,277,289.35,1
3,3706.7000000000003,11,206,1235.5666666666668,0
2,694.7,53,192,347.35,0
4,2278.5,25,149,569.625,0
23,10619.27,11,228,461.7073913043478,0
1,283.53000000000003,269,269,283.53000000000003,0
1,517.55,172,172,517.55,1
1,159.3,187,187,159.3,0
2,306.37,22,116,153.185,0
1,124.14,281,281,124.14,0
1,535.34,159,159,535.34,1
5,1949.3600000000001,18,279,389.872,0
1,175.2,156,156,175.2,1
8,2600.31,9,269,325.03875,0
3,734.13,67,142,244.71,1
1,375.0,43,43,375.0,1
1,76.32000000000001,206,206,76.32000000000001,1
1,163.68,52,52,163.68,0
3,1408.7,38,282,469.56666666666666,0
1,1829.04,178,178,1829.04,1
4,1023.54,25,264,255.885,0
5,1415.17,61,220,283.034,0
1,348.2,191,191,348.2,1
12,3036.66,50,278,253.05499999999998,0
1,37.4,162,162,37.4,1
2,856.6,142,275,428.3,1
18,2632.12,4,279,146.2288888888889,0
5,1560.6599999999999,22,158,312.13199999999995,0
5,1140.21,5,151,228.042,1
2,635.05,1,8,317.525,0
3,1009.5500000000001,36,61,336.5166666666667,1
4,1037.59,4,150,259.3975,1
1,197.9,48,48,197.9,1
8,10254.18,10,162,1281.7725,1
3,4844.0,40,204,1614.6666666666667,0
5,985.8000000000001,15,121,197.16000000000003,0
1,335.0,142,142,335.0,0
9,2696.53,13,282,299.6144444444445,0
12,5395.7,9,194,449.64166666666665,0
3,755.03,51,152,251.67666666666665,0
8,2615.68,172,270,326.96,0
1,314.45,146,146,314.45,1
1,550.57,74,74,550.57,0
1,303.8,19,19,303.8,0
1,365.27,270,270,365.27,1
3,378.3,57,282,126.10000000000001,0
1,105.75,89,89,105.75,0
3,409.86,34,237,136.62,0
1,497.59,199,199,497.59,0
4,2116.9,29,156,529.225,0
10,11238.960000000001,8,283,1123.8960000000002,0
1,498.15000000000003,193,193,498.15000000000003,0
3,1062.75,80,179,354.25,1
1,914.9300000000001,177,177,914.9300000000001,1
2,304.25,145,192,152.125,1
6,2635.48,24,283,439.24666666666667,0
2,315.37,185,277,157.685,0
1,773.5500000000001,228,228,773.5500000000001,1
3,865.88,51,159,288.62666666666667,0
4,953.64,59,187,238.41,0
3,255.12,113,145,85.04,1
1,314.22,135,135,314.22,1
1,358.2,122,122,358.2,0
2,542.03,99,130,271.015,1
3,725.04,53,125,241.67999999999998,0
2,326.5,239,276,163.25,0
3,665.29,96,242,221.76333333333332,0
1,347.9,99,99,347.9,0
10,1778.43,6,279,177.84300000000002,0
3,846.59,75,187,282.19666666666666,0
2,1522.75,121,282,761.375,1
2,769.7,31,166,384.85,0
1,114.56,80,80,114.56,1
4,1440.77,22,149,360.1925,0
2,389.44,171,283,194.72,1
1,1700.4,165,165,1700.4,0
7,2182.79,5,275,311.82714285714286,0
1,752.4300000000001,176,176,752.4300000000001,1
1,21.95,86,86,21.95,1
4,3741.06,37,129,935.265,0
2,409.99,23,156,204.995,0
7,3962.02,20,274,566.0028571428571,0
6,761.12,25,116,126.85333333333334,0
1,1141.24,263,263,1141.24,1
3,868.4300000000001,36,268,289.4766666666667,0
1,411.7,26,26,411.7,1
1,331.55,283,283,331.55,1
1,559.87,106,106,559.87,1
1,810.6000000000001,86,86,810.6000000000001,1
1,566.38,10,10,566.38,1
1,359.08000000000004,86,86,359.08000000000004,0
1,168.3,249,249,168.3,1
3,584.65,30,118,194.88333333333333,0
1,142.5,79,79,142.5,1
1,302.25,31,31,302.25,1
6,1454.3300000000002,1,277,242.38833333333335,0
1,301.9,178,178,301.9,1
1,114.3,96,96,114.3,0
1,233.22,36,36,233.22,1
2,4036.33,25,243,2018.165,0
1,361.21999999999997,48,48,361.21999999999997,1
6,632.27,123,277,105.37833333333333,1
3,1600.0,17,171,533.3333333333334,0
2,706.57,16,150,353.285,1
1,226.37,240,240,226.37,1
7,2212.81,67,268,316.11571428571426,0
3,1341.65,29,207,447.2166666666667,1
1,404.40000000000003,127,127,404.40000000000003,1
2,1038.46,82,123,519.23,1
3,223.65,215,233,74.55,0
1,207.50000000000003,106,106,207.50000000000003,1
3,408.59000000000003,38,87,136.1966666666667,1
2,416.02000000000004,65,155,208.01000000000002,0
8,1524.67,6,244,190.58375,0
4,2439.04,109,279,609.76,0
2,48.96,22,22,24.48,0
3,651.77,40,215,217.25666666666666,0
18,15619.6,8,219,867.7555555555556,0
1,214.79999999999998,67,67,214.79999999999998,1
1,94.05,194,194,94.05,1
1,534.31,17,17,534.31,1
1,797.65,111,111,797.65,0
3,283.71,17,89,94.57,0
1,101.10000000000001,68,68,101.10000000000001,1
4,735.95,38,150,183.9875,0
1,53.5,200,200,53.5,1
1,376.7,243,243,376.7,0
1,153.9,242,242,153.9,1
14,3467.81,1,279,247.70071428571427,0
3,211.77,107,187,70.59,1
2,257.95,72,123,128.975,0
1,462.15000000000003,94,94,462.15000000000003,0
7,1411.23,4,241,201.6042857142857,0
3,360.65,1,1,120.21666666666665,0
1,346.3,47,47,346.3,0
7,862.56,33,277,123.22285714285714,0
1,167.09,272,272,167.09,0
1,354.45,106,106,354.45,0
3,944.49,27,135,314.83,0
1,154.2,172,172,154.2,0
1,676.2,177,177,676.2,1
3,362.95,157,220,120.98333333333333,1
1,309.46,178,178,309.46,0
